Código do Equipamento,Equipamento,UF,Município,Rodovia,Km,Coordenadas,Registro INMETRO,Nº de Série
RSB20050365,Redutor Eletrônico de Velocidade,RS,TIRADENTES DO SUL,468,"129,850","-54.125617, -27.357533",14445412,11467
PRR19020033,Controlador Eletrônico de Velocidade,PR,ANTONIO OLINTO,476,"252,680","-50.179294, -25.884876",13689042,10954
PRR18100014,Controlador Eletrônico de Velocidade,PR,ANTONIO OLINTO,476,"257,630","-50.22296, -25.88916",13689043,11028
PRR18100015,Controlador Eletrônico de Velocidade,PR,BARRACAO,163,"11,880","-53.638345, -26.234126",15264070,PRO00000036
PRB20100031,Redutor Eletrônico de Velocidade,PR,BARRACAO,280,"317,800","-53.555035, -26.286969",15264066,PRO00000035
PRR18100005,Controlador Eletrônico de Velocidade,PR,BOCAIUVA DO SUL,476,"95,250","-49.115709, -25.219479",13029942,10625
PRR22030102,Controlador Eletrônico de Velocidade,PR,CAMPO MOURAO,272,"368,000","-52.411151, -24.055102",14967705,PRO0000004
PRR22030103,Controlador Eletrônico de Velocidade,PR,CAMPO MOURAO,272,"368,000","-52.410955, -24.054803",14967707,PRO0000006
PRR21070096,Controlador Eletrônico de Velocidade,PR,CASCAVEL,467,"92,540","-53.603808, -24.85066",15267692,PRO0000051
PRB18100010,Redutor Eletrônico de Velocidade,PR,CASCAVEL,467,"87,200","-53.646504, -24.826356",15024395,PRO0000007
PRS19080008,Controlador Eletrônico Misto,PR,COLOMBO,476,"119,595","-49.1887, -25.367889",13029982,11001
PRB21070037,Redutor Eletrônico de Velocidade,PR,COLOMBO,476,"115,700","-49.162859, -25.348457",15023249,PRO00000019
PRR18100006,Controlador Eletrônico de Velocidade,PR,COLOMBO,476,"114,200","-49.157668, -25.338504",13029946,10750
PRR18100007,Controlador Eletrônico de Velocidade,PR,COLOMBO,476,"114,500","-49.157801, -25.341108",13029952,10755
PRS18100001,Controlador Eletrônico Misto,PR,COLOMBO,476,"116,400","-49.169497, -25.348915",13961115,10752
PRS18100002,Controlador Eletrônico Misto,PR,COLOMBO,476,"119,100","-49.185985, -25.364086",13961116,10766
PRS18100003,Controlador Eletrônico Misto,PR,COLOMBO,476,"119,200","-49.1863, -25.365019",13029957,10666
PRS18100004,Controlador Eletrônico Misto,PR,COLOMBO,476,"120,320","-49.192755, -25.373375",14966676,TR000001
PRS18100005,Controlador Eletrônico Misto,PR,COLOMBO,476,"120,400","-49.192983, -25.37401",13029974,10765
PRR18100002,Controlador Eletrônico de Velocidade,PR,COLOMBO,476,"109,370","-49.144072, -25.306227",13029943,10624
PRR18100003,Controlador Eletrônico de Velocidade,PR,COLOMBO,476,"109,675","-49.144199, -25.30863",13029944,10754
PRR18100004,Controlador Eletrônico de Velocidade,PR,COLOMBO,476,"112,200","-49.15941, -25.320893",13029945,10626
PRS22120009,Controlador Eletrônico Misto,PR,COLOMBO,476,"118,130","-49.1809, -25.35671",13961123,10748
PRB19100024,Redutor Eletrônico de Velocidade,PR,CORONEL VIVIDA,373,"481,130","-52.56377, -26.00391",15263901,PRO0000014
PRR18100026,Controlador Eletrônico de Velocidade,PR,CORONEL VIVIDA,373,"478,275","-52.554167, -25.988754",15264064,PRO0000030
PRB20100032,Redutor Eletrônico de Velocidade,PR,FOZ DO IGUACU,469,"16,460","-54.5184, -25.589353",14227370,POLI086110
PRB20100034,Redutor Eletrônico de Velocidade,PR,FOZ DO IGUACU,469,"20,900","-54.483138, -25.613216",15267618,PRO0000040
PRR20100079,Controlador Eletrônico de Velocidade,PR,FOZ DO IGUACU,469,"13,370","-54.544937, -25.576738",14451867,POLI 087066
PRR20120085,Controlador Eletrônico de Velocidade,PR,FOZ DO IGUACU,469,"14,510","-54.534248, -25.580325",14451868,POLI 087067
PRR19020040,Controlador Eletrônico de Velocidade,PR,GENERAL CARNEIRO,153,"491,450","-51.312319, -26.428431",13361362,11217
PRR19010032,Controlador Eletrônico de Velocidade,PR,GENERAL CARNEIRO,153,"482,250","-51.258079, -26.37613",13361363,10999
PRB20100029,Redutor Eletrônico de Velocidade,PR,GOIO-ERE,272,"434,370","-52.999425, -24.187035",15023878,PRO0000033
PRR20100081,Controlador Eletrônico de Velocidade,PR,IBAITI,153,"108,640","-50.193075, -23.843662",13361375,10822
PRR18100020,Controlador Eletrônico de Velocidade,PR,IBAITI,153,"109,635","-50.191679, -23.852556",13841957,10816
PRR18120031,Controlador Eletrônico de Velocidade,PR,IBAITI,153,"105,240","-50.180006, -23.815361",13841954,10826
PRR22030099,Controlador Eletrônico de Velocidade,PR,IMBITUVA,153,"1,725","-50.628079, -25.247668",13841953,10646
PRR22030100,Controlador Eletrônico de Velocidade,PR,IRATI,153,"335,300","-50.64626, -25.492224",14452601,11277
PRR22030104,Controlador Eletrônico de Velocidade,PR,IRATI,153,"338,000","-50.654353, -25.520667",13361374,10798
PRR19110073,Controlador Eletrônico de Velocidade,PR,IRATI,153,"332,860","-50.639694, -25.477473",13361444,10809
PRR19080058,Controlador Eletrônico de Velocidade,PR,IRATI,153,"338,808","-50.653383, -25.528294",13361446,10959
PRR19030050,Controlador Eletrônico de Velocidade,PR,JANIOPOLIS,272,"409,550","-52.776938, -24.134014",14967712,PRO0000010
PRR19100063,Controlador Eletrônico de Velocidade,PR,LAPA,476,"201,010","-49.765571, -25.7755",13029980,10987
PRR18100022,Controlador Eletrônico de Velocidade,PR,LAPA,476,"233,300","-50.011794, -25.880853",13689041,11075
PRR18100023,Controlador Eletrônico de Velocidade,PR,LAPA,476,"230,650","-49.985537, -25.88118",13689040,11241
PRR18100024,Controlador Eletrônico de Velocidade,PR,LAPA,476,"209,850","-49.84703, -25.78557",13689039,11103
PRR18100025,Controlador Eletrônico de Velocidade,PR,MALLET,153,"389,329","-50.836625, -25.880929",13361371,10790
PRR23090118,Controlador Eletrônico de Velocidade,PR,MARECHAL CANDIDO RONDON,163,"287,000","-54.065094, -24.522071",15264638,PRO00000029
PRR22100115,Controlador Eletrônico de Velocidade,PR,MARIALVA,376,"189,300","-51.827, -23.467",15402241,PRO0000052
PRR22100117,Controlador Eletrônico de Velocidade,PR,MARIALVA,376,"187,500","-51.841716, -23.458536",15402240,PRO0000050
PRB20100033,Redutor Eletrônico de Velocidade,PR,MARINGA,376,"17,100","-51.886779, -23.429362",14796574,PRO0000031
PRB20100028,Redutor Eletrônico de Velocidade,PR,MARINGA,376,"1,900","-51.975536, -23.396948",14796573,PRO0000032
PRR20120083,Controlador Eletrônico de Velocidade,PR,MARMELEIRO,280,"270,860","-53.144119, -26.223487",13361480,10693
PRR19030052,Controlador Eletrônico de Velocidade,PR,MARMELEIRO,280,"256,100","-53.03031, -26.158152",15264065,PRO00000034
PRR19100065,Controlador Eletrônico de Velocidade,PR,MOREIRA SALES,272,"418,500","-52.862872, -24.138704",14967713,PRO0000009
PRB19100021,Redutor Eletrônico de Velocidade,PR,PATO BRANCO,158,"517,180","-52.645306, -26.093908",15263902,PRO0000013
PRR21050094,Controlador Eletrônico de Velocidade,PR,PATO BRANCO,158,"512,570","-52.628508, -26.058624",15263997,PRO0000053
PRR19030049,Controlador Eletrônico de Velocidade,PR,PATO BRANCO,158,"513,010","-52.632029, -26.060865",15263943,PRO0000027
PRR18120029,Controlador Eletrônico de Velocidade,PR,PATO BRANCO,158,"530,600","-52.676337, -26.200344",15263944,PRO0000028
PRR19020042,Controlador Eletrônico de Velocidade,PR,PAULA FREITAS,476,"342,190","-50.911042, -26.170749",13361364,11036
PRR19020041,Controlador Eletrônico de Velocidade,PR,PAULO FRONTIN,476,"325,700","-50.777446, -26.093563",13361365,10933
PRR18100019,Controlador Eletrônico de Velocidade,PR,PAULO FRONTIN,476,"325,170","-50.772621, -26.091939",13361370,10995
PRR20120082,Controlador Eletrônico de Velocidade,PR,PLANALTO,163,"83,340","-53.770091, -25.708316",13361482,10571
PRR21070095,Controlador Eletrônico de Velocidade,PR,PLANALTO,163,"83,000","-53.770796, -25.710659",15264068,PRO00000038
PRR22080113,Controlador Eletrônico de Velocidade,PR,PONTA GROSSA,376,"493,500","-50.178012, -25.126525",15023297,PRO0000043
PRR22070111,Controlador Eletrônico de Velocidade,PR,PONTA GROSSA,376,"490,900","-50.19222, -25.10721",13361479,10726
PRR22070112,Controlador Eletrônico de Velocidade,PR,PONTA GROSSA,376,"497,000","-50.15167, -25.14624",15023231,PRO0000025
PRR18100028,Controlador Eletrônico de Velocidade,PR,SANTO ANTONIO DO SUDOESTE,163,"34,780","-53.720869, -26.068216",15264067,PRO00000037
PRR18100016,Controlador Eletrônico de Velocidade,PR,SAO MATEUS DO SUL,476,"279,930","-50.414487, -25.873265",13361367,11035
PRR18100017,Controlador Eletrônico de Velocidade,PR,SAO MATEUS DO SUL,476,"301,800","-50.578156, -25.992686",13361368,10994
PRB20080025,Redutor Eletrônico de Velocidade,PR,SAO MATEUS DO SUL,476,"277,540","-50.394534, -25.871859",14075901,11180
PRR22040106,Controlador Eletrônico de Velocidade,PR,SAO MATEUS DO SUL,476,"276,000","-50.384202, -25.876688",15263945,PRO00000015
PRR22040107,Controlador Eletrônico de Velocidade,PR,SAO MATEUS DO SUL,476,"278,300","-50.39926, -25.869399",15263946,PRO00000016
PRR19110074,Controlador Eletrônico de Velocidade,PR,TERRA ROXA,272,"553,715","-54.093226, -24.081916",15267620,PR00000041
PRR21030089,Controlador Eletrônico de Velocidade,PR,TERRA ROXA,163,"314,700","-54.149107, -24.35197",15267619,PR00000042
PRR19090061,Controlador Eletrônico de Velocidade,PR,TOLEDO,467,"77,050","-53.695297, -24.759567",15024396,PRO0000008
PRR21040092,Controlador Eletrônico de Velocidade,PR,TUNEIRAS DO OESTE,487,"137,900","-52.761115, -23.908068",15023862,PRO00000017
PRR21040093,Controlador Eletrônico de Velocidade,PR,TUNEIRAS DO OESTE,487,"132,980","-52.806363, -23.89185",15023863,PRO00000018
PRB20080026,Redutor Eletrônico de Velocidade,PR,UNIAO DA VITORIA,476,"358,340","-51.051193, -26.197888",14075902,11181
PRB19090019,Redutor Eletrônico de Velocidade,PR,FRANCISCO ALVES,272,"522,045","-53.841007, -24.064175",15284981,PRO0000012
SCB20110122,Redutor Eletrônico de Velocidade,SC,AGUAS MORNAS,282,"40,700","-48.87758, -27.71527",14763291,R08132
SCR20030047,Controlador Eletrônico de Velocidade,SC,AGUAS MORNAS,282,"44,025","-48.908603, -27.721183",14763292,R08143
SCR23030105,Controlador Eletrônico de Velocidade,SC,AGUAS MORNAS,282,"37,200","-48.844607, -27.707807",15429708,R12311
SCR24010107,Controlador Eletrônico de Velocidade,SC,ALFREDO WAGNER,282,"111,000","-49.368322, -27.7336",15429707,R12689
SCR20040055,Controlador Eletrônico de Velocidade,SC,ALFREDO WAGNER,282,"86,830","-49.203028, -27.664019",15237381,R12154
SCB20040088,Redutor Eletrônico de Velocidade,SC,ARAQUARI,280,"24,300","-48.721373, -26.378796",14803553,11605
SCB20040089,Redutor Eletrônico de Velocidade,SC,ARAQUARI,280,"28,700","-48.75059, -26.408719",14504923,11269
SCR23030103,Controlador Eletrônico de Velocidade,SC,ARAQUARI,280,"33,080","-48.788064, -26.42608",14504907,11253
SCB20080095,Redutor Eletrônico de Velocidade,SC,ASCURRA,470,"89,067","-49.370143, -26.962912",14744775,6065
SCB20010001,Redutor Eletrônico de Velocidade,SC,BOM RETIRO,282,"127,960","-49.487068, -27.803703",14794301,6042
SCB20010002,Redutor Eletrônico de Velocidade,SC,BOM RETIRO,282,"128,275","-49.49019, -27.803961",14794302,6043
SCB20010023,Redutor Eletrônico de Velocidade,SC,CAMPOS NOVOS,282,"343,810","-51.23916, -27.382137",14834751,11192
SCB20100112,Redutor Eletrônico de Velocidade,SC,CAMPOS NOVOS,282,"339,303","-51.189516, -27.39403",14743396,6060
SCB20100113,Redutor Eletrônico de Velocidade,SC,CAMPOS NOVOS,282,"339,905","-51.195858, -27.39265",14071220,6061
SCB20100117,Redutor Eletrônico de Velocidade,SC,CAMPOS NOVOS,282,"343,315","-51.228004, -27.388961",14071222,6063
SCB20100118,Redutor Eletrônico de Velocidade,SC,CAMPOS NOVOS,282,"343,530","-51.230168, -27.388438",14071221,6064
SCB20030055,Redutor Eletrônico de Velocidade,SC,CAMPOS NOVOS,282,"341,790","-51.21383, -27.38993",14744760,6062
SCB20100111,Redutor Eletrônico de Velocidade,SC,CANOINHAS,280,"234,305","-50.4038, -26.19139", 14744123,6040
SCB20030065,Redutor Eletrônico de Velocidade,SC,CANOINHAS,280,"235,790","-50.418794, -26.193172",14834758,6041
SCB20100116,Redutor Eletrônico de Velocidade,SC,CANOINHAS,280,"232,230","-50.3835, -26.190278",14744122,6039
SCB20010013,Redutor Eletrônico de Velocidade,SC,CATANDUVAS,282,"408,240","-51.662514, -27.072197",14403721,11165
SCB20010015,Redutor Eletrônico de Velocidade,SC,CATANDUVAS,282,"409,050","-51.664794, -27.065469",14134800,11169
SCR23010101,Controlador Eletrônico de Velocidade,SC,CATANDUVAS,282,"411,340","-51.674494, -27.061705",14794189,11517
SCB20010022,Redutor Eletrônico de Velocidade,SC,CONCORDIA,153,"100,800","-51.952835, -27.249309",14794202,11604
SCR20040066,Controlador Eletrônico de Velocidade,SC,CORUPA,280,"78,815","-49.211037, -26.442797",14794134,11450
SCR20040059,Controlador Eletrônico de Velocidade,SC,CORUPA,280,"81,770","-49.23916, -26.436995",14504906,11111
SCR20040061,Controlador Eletrônico de Velocidade,SC,CORUPA,280,"93,200","-49.298732, -26.398118",14743935,11186
SCR20040062,Controlador Eletrônico de Velocidade,SC,CORUPA,280,"96,730","-49.315538, -26.378705",14504905,11252
SCR23110106,Controlador Eletrônico de Velocidade,SC,CORUPA,280,"84,830","-49.255129, -26.417443",14794194,11511
SCR20030043,Controlador Eletrônico de Velocidade,SC,CURITIBANOS,470,"242,760","-50.516587, -27.314573",14744764,6077
SCR20030044,Controlador Eletrônico de Velocidade,SC,CURITIBANOS,470,"242,410","-50.511769, -27.314506",14744765,6076
SCR20010032,Controlador Eletrônico de Velocidade,SC,DESCANSO,282,"632,990","-53.412227, -26.823955",14794160,11515
